letter,x_box,y_box,width,height,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,letter_encoded
X,3.0,7.0,5.0,5.0,4.0,8.0,7.0,3.0,6.0,7.0,4.0,6.0,4.0,7.0,6.0,8.0,23
Z,3.0,5.0,5.0,3.0,2.0,7.0,7.0,2.0,9.0,12.0,6.0,8.0,1.0,8.0,6.0,8.0,25
W,7.0,10.0,7.0,8.0,5.0,1.0,10.0,2.0,3.0,11.0,11.0,9.0,7.0,10.0,1.0,7.0,22
L,4.0,5.0,5.0,5.0,4.0,8.0,7.0,4.0,5.0,7.0,6.0,8.0,3.0,8.0,8.0,11.0,11
N,3.0,6.0,5.0,4.0,3.0,7.0,8.0,6.0,5.0,7.0,7.0,6.0,5.0,9.0,1.0,6.0,13
C,6.0,9.0,6.0,7.0,3.0,4.0,8.0,6.0,7.0,12.0,10.0,12.0,2.0,10.0,2.0,7.0,2
D,6.0,9.0,5.0,4.0,3.0,9.0,5.0,5.0,6.0,12.0,3.0,8.0,5.0,7.0,5.0,10.0,3
C,8.0,14.0,6.0,8.0,5.0,9.0,6.0,4.0,3.0,9.0,8.0,11.0,4.0,9.0,8.0,13.0,2
V,8.0,10.0,7.0,5.0,3.0,8.0,8.0,7.0,5.0,7.0,10.0,6.0,7.0,12.0,4.0,8.0,21
W,5.0,9.0,7.0,7.0,11.0,9.0,7.0,5.0,2.0,7.0,6.0,8.0,10.0,11.0,4.0,8.0,22
X,2.0,2.0,3.0,3.0,2.0,7.0,7.0,3.0,9.0,6.0,6.0,10.0,2.0,8.0,6.0,8.0,23
H,5.0,6.0,7.0,4.0,4.0,4.0,10.0,3.0,6.0,10.0,10.0,9.0,3.0,8.0,3.0,6.0,7
B,5.0,9.0,5.0,4.0,4.0,9.0,7.0,3.0,5.0,9.0,5.0,7.0,6.0,6.0,7.0,9.0,1
H,10.0,14.0,9.0,8.0,5.0,7.0,8.0,4.0,5.0,9.0,7.0,8.0,6.0,8.0,5.0,9.0,7
G,3.0,7.0,4.0,5.0,2.0,7.0,6.0,7.0,8.0,6.0,5.0,11.0,1.0,8.0,6.0,11.0,6
Y,5.0,10.0,7.0,8.0,3.0,8.0,9.0,3.0,2.0,6.0,12.0,8.0,2.0,11.0,0.0,8.0,24
W,4.0,7.0,6.0,5.0,3.0,7.0,8.0,5.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0,22
T,4.0,10.0,6.0,8.0,5.0,7.0,11.0,2.0,7.0,7.0,11.0,8.0,1.0,12.0,1.0,7.0,19
K,4.0,7.0,4.0,4.0,1.0,4.0,7.0,8.0,2.0,7.0,5.0,11.0,3.0,8.0,2.0,11.0,10
V,3.0,6.0,5.0,4.0,2.0,9.0,9.0,4.0,1.0,6.0,12.0,8.0,2.0,10.0,0.0,8.0,21
K,1.0,0.0,1.0,0.0,0.0,5.0,7.0,7.0,0.0,7.0,6.0,10.0,2.0,8.0,2.0,11.0,10
Y,4.0,9.0,4.0,4.0,2.0,6.0,8.0,3.0,4.0,10.0,7.0,5.0,3.0,10.0,4.0,3.0,24
T,5.0,10.0,7.0,8.0,5.0,7.0,11.0,1.0,8.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,19
E,2.0,4.0,3.0,3.0,2.0,9.0,7.0,1.0,7.0,11.0,5.0,8.0,2.0,8.0,4.0,10.0,4
D,4.0,6.0,5.0,4.0,4.0,10.0,5.0,3.0,6.0,10.0,3.0,7.0,3.0,7.0,3.0,8.0,3
E,2.0,3.0,4.0,2.0,2.0,6.0,7.0,2.0,7.0,11.0,6.0,9.0,2.0,8.0,3.0,8.0,4
L,2.0,6.0,2.0,4.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0,11
C,8.0,11.0,8.0,8.0,4.0,3.0,9.0,6.0,8.0,12.0,11.0,11.0,1.0,8.0,3.0,6.0,2
G,6.0,9.0,8.0,7.0,8.0,7.0,8.0,6.0,2.0,6.0,5.0,11.0,6.0,8.0,10.0,6.0,6
P,1.0,0.0,2.0,0.0,0.0,5.0,11.0,6.0,1.0,9.0,5.0,5.0,0.0,9.0,3.0,8.0,15
Z,4.0,5.0,6.0,7.0,4.0,11.0,5.0,4.0,4.0,9.0,3.0,8.0,2.0,6.0,5.0,9.0,25
N,9.0,12.0,11.0,6.0,4.0,5.0,8.0,3.0,4.0,13.0,9.0,9.0,7.0,8.0,0.0,7.0,13
C,6.0,10.0,6.0,8.0,3.0,5.0,9.0,7.0,8.0,13.0,9.0,7.0,2.0,11.0,2.0,7.0,2
I,4.0,10.0,6.0,8.0,4.0,6.0,9.0,0.0,7.0,13.0,7.0,7.0,0.0,8.0,1.0,7.0,8
E,5.0,11.0,7.0,8.0,8.0,8.0,7.0,5.0,3.0,7.0,6.0,8.0,5.0,8.0,9.0,9.0,4
E,6.0,11.0,4.0,6.0,2.0,7.0,8.0,5.0,8.0,9.0,5.0,12.0,1.0,8.0,7.0,9.0,4
A,2.0,0.0,3.0,1.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,8.0,0
A,3.0,7.0,5.0,5.0,3.0,11.0,3.0,2.0,2.0,9.0,2.0,9.0,3.0,5.0,2.0,8.0,0
C,6.0,10.0,7.0,8.0,4.0,4.0,8.0,6.0,7.0,12.0,10.0,12.0,2.0,10.0,3.0,7.0,2
F,3.0,5.0,4.0,4.0,2.0,5.0,10.0,3.0,5.0,10.0,9.0,5.0,1.0,10.0,3.0,6.0,5
M,4.0,7.0,6.0,5.0,6.0,7.0,9.0,6.0,3.0,7.0,6.0,8.0,5.0,9.0,5.0,8.0,12
M,7.0,8.0,9.0,7.0,10.0,8.0,7.0,5.0,4.0,7.0,6.0,7.0,10.0,9.0,6.0,4.0,12
X,4.0,11.0,6.0,8.0,5.0,7.0,7.0,3.0,8.0,5.0,6.0,8.0,3.0,8.0,6.0,7.0,23
K,4.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,9.0,10
F,5.0,9.0,5.0,5.0,3.0,6.0,12.0,3.0,3.0,11.0,6.0,4.0,4.0,10.0,7.0,6.0,5
S,4.0,6.0,5.0,4.0,6.0,8.0,10.0,5.0,4.0,8.0,5.0,6.0,4.0,9.0,8.0,7.0,18
B,6.0,10.0,8.0,8.0,6.0,9.0,7.0,4.0,7.0,10.0,4.0,6.0,2.0,8.0,6.0,10.0,1
L,3.0,7.0,5.0,5.0,2.0,6.0,3.0,2.0,8.0,7.0,2.0,7.0,1.0,6.0,2.0,7.0,11
U,8.0,10.0,9.0,8.0,6.0,4.0,8.0,5.0,8.0,9.0,8.0,9.0,6.0,9.0,4.0,3.0,20
B,3.0,4.0,5.0,3.0,3.0,8.0,7.0,3.0,5.0,10.0,5.0,7.0,2.0,8.0,4.0,10.0,1
N,4.0,9.0,4.0,7.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,13
Q,4.0,5.0,5.0,6.0,5.0,9.0,6.0,7.0,4.0,5.0,6.0,8.0,3.0,8.0,6.0,9.0,16
P,2.0,2.0,3.0,3.0,2.0,6.0,9.0,5.0,4.0,9.0,7.0,4.0,1.0,10.0,3.0,7.0,15
W,2.0,1.0,4.0,1.0,2.0,8.0,11.0,3.0,1.0,6.0,9.0,8.0,6.0,11.0,0.0,7.0,22
W,4.0,8.0,6.0,6.0,7.0,7.0,8.0,5.0,3.0,7.0,9.0,8.0,6.0,8.0,3.0,8.0,22
P,4.0,8.0,6.0,6.0,4.0,6.0,10.0,4.0,6.0,10.0,8.0,3.0,1.0,10.0,5.0,7.0,15
M,10.0,14.0,12.0,8.0,7.0,9.0,3.0,3.0,2.0,9.0,3.0,10.0,11.0,0.0,2.0,8.0,12
Y,3.0,3.0,4.0,2.0,1.0,5.0,10.0,2.0,7.0,11.0,10.0,4.0,1.0,11.0,2.0,5.0,24
R,6.0,8.0,9.0,7.0,9.0,7.0,7.0,3.0,4.0,7.0,5.0,8.0,7.0,9.0,7.0,5.0,17
O,5.0,11.0,4.0,6.0,3.0,4.0,9.0,6.0,4.0,9.0,9.0,8.0,3.0,9.0,4.0,8.0,14
O,5.0,9.0,5.0,7.0,5.0,8.0,7.0,7.0,4.0,10.0,5.0,8.0,3.0,8.0,3.0,7.0,14
V,7.0,11.0,7.0,8.0,4.0,2.0,11.0,4.0,4.0,11.0,12.0,8.0,3.0,10.0,1.0,8.0,21
B,5.0,9.0,6.0,7.0,5.0,7.0,9.0,9.0,8.0,7.0,5.0,7.0,2.0,8.0,9.0,10.0,1
L,6.0,12.0,5.0,6.0,3.0,10.0,2.0,2.0,5.0,11.0,4.0,11.0,2.0,9.0,4.0,11.0,11
E,6.0,9.0,5.0,5.0,3.0,7.0,8.0,4.0,4.0,11.0,6.0,8.0,3.0,9.0,8.0,9.0,4
T,3.0,3.0,3.0,2.0,1.0,5.0,12.0,3.0,7.0,11.0,9.0,4.0,1.0,10.0,2.0,5.0,19
X,3.0,7.0,4.0,5.0,2.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0,23
U,3.0,7.0,5.0,5.0,3.0,7.0,8.0,6.0,6.0,5.0,9.0,9.0,3.0,9.0,1.0,8.0,20
G,3.0,11.0,5.0,8.0,4.0,7.0,7.0,7.0,7.0,8.0,4.0,12.0,2.0,9.0,6.0,10.0,6
I,5.0,9.0,6.0,7.0,4.0,7.0,6.0,2.0,7.0,7.0,6.0,9.0,0.0,9.0,4.0,8.0,8
Q,2.0,2.0,2.0,2.0,2.0,8.0,7.0,5.0,3.0,8.0,6.0,8.0,2.0,9.0,2.0,7.0,16
I,2.0,11.0,0.0,8.0,2.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
W,6.0,6.0,6.0,4.0,4.0,1.0,12.0,3.0,2.0,11.0,10.0,8.0,6.0,11.0,1.0,7.0,22
C,6.0,12.0,4.0,6.0,2.0,7.0,8.0,7.0,6.0,11.0,7.0,7.0,2.0,9.0,5.0,8.0,2
B,3.0,5.0,5.0,3.0,3.0,7.0,8.0,3.0,5.0,10.0,6.0,6.0,2.0,8.0,5.0,8.0,1
H,5.0,7.0,8.0,9.0,7.0,8.0,5.0,3.0,2.0,7.0,5.0,7.0,4.0,8.0,8.0,8.0,7
X,2.0,1.0,3.0,1.0,1.0,7.0,7.0,4.0,9.0,6.0,6.0,9.0,2.0,8.0,5.0,7.0,23
Q,7.0,13.0,6.0,7.0,5.0,10.0,4.0,4.0,6.0,11.0,4.0,8.0,3.0,8.0,8.0,11.0,16
O,3.0,7.0,4.0,5.0,3.0,8.0,7.0,8.0,5.0,7.0,6.0,9.0,2.0,8.0,3.0,8.0,14
O,1.0,0.0,2.0,0.0,0.0,7.0,7.0,6.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,14
I,1.0,9.0,0.0,6.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
R,7.0,13.0,7.0,7.0,5.0,10.0,6.0,4.0,5.0,10.0,2.0,7.0,6.0,7.0,6.0,8.0,17
N,3.0,7.0,5.0,5.0,4.0,7.0,7.0,8.0,5.0,7.0,5.0,7.0,3.0,7.0,3.0,8.0,13
N,5.0,10.0,7.0,7.0,5.0,8.0,8.0,6.0,5.0,6.0,6.0,5.0,6.0,9.0,2.0,6.0,13
C,3.0,7.0,4.0,5.0,3.0,5.0,8.0,6.0,6.0,8.0,8.0,14.0,2.0,9.0,4.0,10.0,2
V,7.0,13.0,6.0,7.0,3.0,8.0,10.0,6.0,4.0,8.0,10.0,5.0,6.0,13.0,3.0,8.0,21
X,7.0,11.0,11.0,8.0,5.0,6.0,8.0,1.0,9.0,10.0,9.0,9.0,3.0,8.0,4.0,6.0,23
Q,4.0,4.0,6.0,6.0,6.0,9.0,11.0,5.0,0.0,5.0,7.0,10.0,5.0,12.0,4.0,10.0,16
E,4.0,10.0,6.0,8.0,6.0,7.0,7.0,5.0,8.0,7.0,7.0,10.0,3.0,8.0,6.0,9.0,4
V,4.0,11.0,6.0,8.0,3.0,7.0,11.0,3.0,5.0,8.0,12.0,8.0,3.0,10.0,1.0,8.0,21
I,1.0,9.0,0.0,6.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
U,5.0,5.0,6.0,4.0,3.0,4.0,8.0,5.0,8.0,10.0,9.0,9.0,3.0,9.0,2.0,6.0,20
W,4.0,8.0,6.0,6.0,5.0,4.0,11.0,2.0,2.0,8.0,9.0,9.0,6.0,11.0,1.0,8.0,22
D,6.0,9.0,8.0,8.0,7.0,6.0,7.0,5.0,8.0,7.0,5.0,8.0,5.0,5.0,7.0,4.0,3
C,8.0,11.0,5.0,6.0,2.0,7.0,8.0,6.0,7.0,11.0,6.0,9.0,2.0,9.0,5.0,9.0,2
L,4.0,8.0,5.0,6.0,3.0,6.0,4.0,3.0,7.0,6.0,1.0,8.0,1.0,6.0,3.0,7.0,11
H,4.0,6.0,6.0,4.0,5.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,3.0,8.0,7
N,5.0,10.0,6.0,7.0,5.0,9.0,8.0,6.0,5.0,6.0,5.0,4.0,6.0,10.0,3.0,5.0,13
P,4.0,7.0,6.0,10.0,10.0,8.0,9.0,5.0,0.0,8.0,7.0,6.0,5.0,11.0,6.0,10.0,15
J,2.0,6.0,2.0,4.0,1.0,9.0,7.0,2.0,6.0,11.0,3.0,7.0,0.0,7.0,1.0,6.0,9
E,2.0,3.0,4.0,1.0,2.0,7.0,7.0,2.0,7.0,11.0,7.0,9.0,1.0,9.0,4.0,8.0,4
C,3.0,8.0,4.0,6.0,2.0,5.0,8.0,8.0,8.0,9.0,8.0,13.0,2.0,10.0,4.0,10.0,2
E,4.0,8.0,6.0,6.0,5.0,5.0,8.0,5.0,7.0,11.0,9.0,9.0,3.0,8.0,5.0,5.0,4
K,2.0,3.0,2.0,2.0,2.0,5.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,4.0,10.0,10
X,6.0,10.0,7.0,6.0,4.0,10.0,6.0,3.0,7.0,12.0,2.0,6.0,3.0,8.0,4.0,10.0,23
Q,5.0,6.0,6.0,8.0,3.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,3.0,8.0,5.0,9.0,16
R,6.0,8.0,9.0,7.0,9.0,9.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,9.0,7.0,6.0,17
T,4.0,11.0,6.0,8.0,2.0,8.0,15.0,1.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0,19
Y,2.0,3.0,4.0,5.0,1.0,8.0,11.0,2.0,3.0,4.0,12.0,8.0,1.0,10.0,0.0,8.0,24
W,5.0,10.0,8.0,7.0,7.0,4.0,11.0,2.0,3.0,8.0,9.0,9.0,7.0,11.0,1.0,8.0,22
B,4.0,7.0,4.0,5.0,3.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,1
A,3.0,7.0,6.0,5.0,4.0,12.0,3.0,2.0,2.0,9.0,2.0,8.0,4.0,5.0,2.0,8.0,0
A,3.0,7.0,5.0,5.0,3.0,7.0,3.0,2.0,2.0,5.0,2.0,8.0,2.0,6.0,2.0,6.0,0
J,5.0,9.0,4.0,7.0,3.0,7.0,11.0,3.0,3.0,13.0,5.0,4.0,2.0,8.0,7.0,8.0,9
J,2.0,4.0,4.0,3.0,1.0,8.0,6.0,3.0,6.0,14.0,7.0,11.0,1.0,6.0,1.0,7.0,9
C,2.0,3.0,3.0,2.0,1.0,5.0,8.0,5.0,6.0,11.0,9.0,10.0,1.0,10.0,2.0,7.0,2
L,4.0,9.0,4.0,4.0,2.0,8.0,5.0,3.0,5.0,12.0,7.0,11.0,2.0,8.0,6.0,8.0,11
J,2.0,6.0,4.0,4.0,3.0,9.0,6.0,2.0,4.0,8.0,5.0,6.0,3.0,7.0,5.0,6.0,9
U,5.0,9.0,5.0,6.0,4.0,4.0,8.0,5.0,7.0,10.0,9.0,9.0,3.0,9.0,2.0,5.0,20
V,3.0,6.0,5.0,4.0,1.0,7.0,8.0,4.0,2.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,21
N,4.0,7.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,13
H,3.0,8.0,5.0,6.0,6.0,8.0,7.0,4.0,3.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,7
G,6.0,11.0,6.0,8.0,5.0,5.0,6.0,6.0,5.0,10.0,8.0,11.0,2.0,9.0,4.0,10.0,6
G,3.0,7.0,5.0,5.0,3.0,7.0,6.0,6.0,6.0,6.0,6.0,10.0,2.0,9.0,4.0,8.0,6
N,1.0,0.0,1.0,1.0,1.0,7.0,7.0,10.0,0.0,6.0,6.0,8.0,4.0,8.0,0.0,8.0,13
T,4.0,10.0,6.0,8.0,5.0,10.0,11.0,2.0,7.0,5.0,11.0,7.0,1.0,11.0,1.0,8.0,19
U,3.0,3.0,4.0,2.0,2.0,7.0,8.0,6.0,7.0,6.0,9.0,9.0,3.0,9.0,1.0,8.0,20
U,4.0,5.0,5.0,3.0,2.0,4.0,8.0,5.0,8.0,9.0,8.0,9.0,4.0,11.0,3.0,4.0,20
N,3.0,2.0,4.0,3.0,3.0,7.0,8.0,5.0,5.0,7.0,6.0,6.0,6.0,9.0,2.0,5.0,13
U,5.0,6.0,5.0,4.0,2.0,4.0,9.0,5.0,7.0,12.0,11.0,9.0,3.0,9.0,1.0,7.0,20
W,4.0,5.0,7.0,4.0,4.0,5.0,11.0,3.0,2.0,8.0,9.0,9.0,8.0,11.0,1.0,8.0,22
C,3.0,5.0,4.0,4.0,2.0,4.0,8.0,5.0,7.0,12.0,9.0,11.0,1.0,10.0,2.0,7.0,2
U,5.0,10.0,7.0,7.0,6.0,8.0,8.0,8.0,5.0,5.0,7.0,9.0,3.0,7.0,4.0,7.0,20
J,2.0,5.0,4.0,4.0,2.0,10.0,6.0,2.0,6.0,12.0,4.0,8.0,1.0,6.0,1.0,7.0,9
C,4.0,9.0,5.0,7.0,6.0,8.0,6.0,5.0,3.0,7.0,7.0,11.0,5.0,9.0,3.0,8.0,2
O,6.0,9.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,9.0,6.0,10.0,5.0,5.0,7.0,4.0,14
L,4.0,9.0,4.0,7.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,8.0,0.0,8.0,11
C,6.0,10.0,6.0,8.0,3.0,3.0,9.0,6.0,8.0,12.0,11.0,11.0,1.0,8.0,2.0,6.0,2
B,3.0,6.0,5.0,4.0,4.0,9.0,6.0,4.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,10.0,1
T,3.0,8.0,4.0,6.0,2.0,9.0,14.0,0.0,5.0,6.0,10.0,8.0,0.0,8.0,0.0,8.0,19
Z,3.0,7.0,4.0,5.0,2.0,7.0,7.0,4.0,13.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,25
F,4.0,10.0,5.0,8.0,4.0,6.0,10.0,3.0,6.0,10.0,9.0,5.0,2.0,10.0,4.0,6.0,5
Q,2.0,1.0,3.0,2.0,1.0,8.0,6.0,7.0,5.0,6.0,6.0,8.0,3.0,8.0,4.0,9.0,16
P,4.0,9.0,6.0,6.0,4.0,7.0,9.0,4.0,4.0,12.0,5.0,3.0,1.0,10.0,3.0,8.0,15
O,6.0,10.0,8.0,8.0,6.0,8.0,5.0,9.0,4.0,6.0,5.0,5.0,5.0,7.0,4.0,8.0,14
T,4.0,5.0,4.0,3.0,2.0,5.0,11.0,2.0,8.0,11.0,9.0,4.0,1.0,11.0,2.0,4.0,19
D,4.0,8.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,7.0,4.0,8.0,4.0,6.0,7.0,4.0,3
A,3.0,10.0,5.0,7.0,3.0,7.0,3.0,2.0,2.0,5.0,2.0,7.0,2.0,6.0,2.0,7.0,0
C,6.0,9.0,6.0,6.0,3.0,5.0,7.0,6.0,8.0,11.0,8.0,14.0,2.0,9.0,4.0,6.0,2
E,2.0,3.0,3.0,2.0,2.0,7.0,7.0,5.0,7.0,7.0,6.0,9.0,2.0,8.0,5.0,10.0,4
K,2.0,1.0,3.0,3.0,2.0,6.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,8.0,10
R,6.0,11.0,8.0,8.0,7.0,9.0,8.0,4.0,5.0,9.0,4.0,7.0,3.0,7.0,4.0,11.0,17
Y,3.0,7.0,4.0,5.0,1.0,8.0,11.0,1.0,3.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0,24
T,9.0,11.0,7.0,6.0,3.0,5.0,9.0,3.0,9.0,13.0,7.0,5.0,2.0,10.0,3.0,5.0,19
E,6.0,11.0,9.0,8.0,8.0,8.0,7.0,7.0,3.0,7.0,6.0,11.0,6.0,8.0,9.0,8.0,4
H,4.0,8.0,6.0,6.0,6.0,7.0,8.0,5.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,7
R,3.0,5.0,5.0,3.0,3.0,9.0,6.0,3.0,5.0,10.0,4.0,7.0,3.0,6.0,4.0,9.0,17
C,1.0,0.0,1.0,1.0,0.0,6.0,7.0,6.0,8.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0,2
U,4.0,7.0,6.0,6.0,5.0,7.0,7.0,4.0,4.0,6.0,6.0,9.0,4.0,8.0,2.0,9.0,20
U,4.0,10.0,4.0,7.0,4.0,7.0,6.0,12.0,4.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0,20
Z,4.0,9.0,5.0,7.0,2.0,7.0,7.0,4.0,14.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,25
T,4.0,5.0,5.0,4.0,3.0,8.0,12.0,3.0,7.0,6.0,11.0,8.0,2.0,11.0,1.0,7.0,19
F,5.0,5.0,5.0,7.0,2.0,1.0,13.0,5.0,5.0,12.0,10.0,7.0,0.0,8.0,2.0,6.0,5
C,3.0,6.0,4.0,4.0,1.0,3.0,9.0,5.0,7.0,11.0,11.0,10.0,2.0,9.0,2.0,6.0,2
C,7.0,13.0,5.0,7.0,2.0,6.0,9.0,6.0,8.0,11.0,8.0,9.0,2.0,8.0,5.0,9.0,2
H,3.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,7
W,7.0,6.0,9.0,6.0,10.0,7.0,8.0,5.0,5.0,7.0,5.0,8.0,10.0,10.0,9.0,8.0,22
S,2.0,1.0,2.0,1.0,1.0,8.0,7.0,4.0,7.0,5.0,6.0,7.0,0.0,8.0,8.0,8.0,18
I,7.0,14.0,6.0,8.0,4.0,8.0,8.0,2.0,6.0,13.0,4.0,5.0,2.0,8.0,6.0,9.0,8
L,2.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,7.0,1.0,6.0,11
N,3.0,5.0,4.0,4.0,3.0,7.0,8.0,5.0,5.0,7.0,7.0,6.0,5.0,9.0,2.0,6.0,13
E,3.0,8.0,3.0,6.0,2.0,3.0,6.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,6.0,7.0,4
U,7.0,12.0,6.0,6.0,4.0,9.0,5.0,5.0,6.0,5.0,7.0,7.0,5.0,9.0,3.0,7.0,20
P,4.0,6.0,6.0,4.0,3.0,8.0,9.0,5.0,5.0,12.0,4.0,3.0,2.0,9.0,4.0,8.0,15
N,4.0,5.0,6.0,4.0,3.0,6.0,10.0,2.0,4.0,10.0,7.0,7.0,5.0,8.0,1.0,8.0,13
C,2.0,5.0,3.0,3.0,1.0,4.0,9.0,5.0,6.0,11.0,10.0,11.0,1.0,9.0,2.0,7.0,2
M,1.0,0.0,2.0,0.0,0.0,8.0,6.0,10.0,0.0,7.0,8.0,8.0,6.0,6.0,0.0,8.0,12
Q,5.0,9.0,5.0,4.0,3.0,12.0,4.0,3.0,5.0,10.0,3.0,7.0,3.0,9.0,4.0,12.0,16
Y,1.0,1.0,3.0,2.0,1.0,7.0,10.0,1.0,6.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,24
X,6.0,9.0,9.0,6.0,5.0,5.0,8.0,1.0,8.0,10.0,10.0,9.0,3.0,8.0,3.0,6.0,23
N,4.0,10.0,4.0,8.0,3.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,13
S,5.0,9.0,6.0,7.0,5.0,8.0,7.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,9.0,8.0,18
R,4.0,11.0,4.0,8.0,5.0,6.0,8.0,9.0,4.0,7.0,5.0,7.0,3.0,8.0,5.0,11.0,17
R,3.0,4.0,4.0,2.0,3.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,2.0,7.0,4.0,9.0,17
U,9.0,11.0,10.0,8.0,4.0,4.0,8.0,6.0,10.0,13.0,11.0,9.0,3.0,9.0,1.0,7.0,20
S,4.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,7.0,6.0,8.0,5.0,10.0,9.0,11.0,18
Z,9.0,13.0,9.0,7.0,6.0,7.0,6.0,2.0,9.0,12.0,7.0,9.0,4.0,6.0,8.0,6.0,25
H,6.0,9.0,6.0,4.0,3.0,7.0,8.0,4.0,4.0,9.0,9.0,9.0,6.0,10.0,5.0,9.0,7
P,1.0,0.0,2.0,1.0,0.0,5.0,11.0,7.0,1.0,9.0,6.0,4.0,1.0,9.0,3.0,8.0,15
L,3.0,9.0,4.0,6.0,3.0,3.0,5.0,1.0,8.0,3.0,1.0,9.0,0.0,7.0,1.0,6.0,11
V,1.0,0.0,2.0,1.0,0.0,8.0,9.0,3.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0,21
R,5.0,9.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,4.0,8.0,6.0,10.0,17
U,5.0,9.0,7.0,8.0,7.0,8.0,6.0,4.0,4.0,6.0,7.0,7.0,4.0,8.0,1.0,7.0,20
R,7.0,11.0,9.0,8.0,9.0,9.0,8.0,4.0,5.0,10.0,4.0,7.0,3.0,7.0,5.0,11.0,17
F,4.0,7.0,6.0,5.0,3.0,7.0,10.0,3.0,6.0,13.0,6.0,5.0,2.0,9.0,3.0,7.0,5
N,3.0,4.0,5.0,3.0,2.0,6.0,9.0,3.0,4.0,10.0,7.0,7.0,5.0,8.0,1.0,8.0,13
B,6.0,10.0,8.0,7.0,7.0,7.0,9.0,7.0,5.0,7.0,5.0,5.0,5.0,9.0,7.0,6.0,1
W,6.0,9.0,6.0,6.0,5.0,2.0,11.0,2.0,3.0,10.0,10.0,8.0,5.0,11.0,1.0,7.0,22
X,5.0,6.0,6.0,6.0,6.0,7.0,6.0,2.0,5.0,8.0,7.0,9.0,3.0,11.0,7.0,8.0,23
Y,3.0,2.0,5.0,4.0,2.0,5.0,10.0,1.0,7.0,9.0,11.0,9.0,1.0,11.0,2.0,7.0,24
M,4.0,4.0,5.0,6.0,3.0,8.0,7.0,12.0,1.0,6.0,9.0,8.0,8.0,6.0,0.0,8.0,12
P,4.0,8.0,6.0,6.0,3.0,6.0,11.0,5.0,4.0,12.0,5.0,3.0,1.0,10.0,3.0,8.0,15
J,2.0,4.0,4.0,3.0,1.0,8.0,6.0,3.0,7.0,14.0,5.0,10.0,0.0,7.0,0.0,8.0,9
X,4.0,8.0,6.0,7.0,6.0,9.0,9.0,2.0,6.0,7.0,5.0,6.0,2.0,5.0,7.0,7.0,23
